Started at:      12 JUN 12 18:10 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s
  11 44     2.3    1625    841.4   12.1  85    9.7  287   4.8

  11 46     2.3    1629    840.9   12.1  86    9.9  285   4.7

  11 48     2.3    1634    840.4   12.0  86    9.8  285   4.7

  11 50     2.3    1638    840.0   12.0  86    9.7  285   4.7

  11 52     2.3    1643    839.5   12.0  86    9.8  285   4.7

  11 54     2.3    1647    839.1   11.9  87    9.9  285   4.7

  11 56     2.3    1652    838.6   11.9  87    9.9  284   4.5

  11 58     2.3    1656    838.2   11.8  88    9.9  284   4.5

  12  0     2.3    1661    837.7   11.8  88    9.9  284   4.5

  12  2     2.2    1665    837.3   11.7  88    9.8  284   4.5

  12  4     2.2    1670    836.8   11.7  88    9.8  284   4.5

  12  6     2.2    1674    836.4   11.6  89    9.9  280   4.4

  12  8     2.2    1679    835.9   11.6  89    9.9  280   4.4

  12 10     2.2    1683    835.5   11.5  89    9.8  280   4.4

  12 12     2.3    1688    835.0   11.5  89    9.8  280   4.4

  12 14     2.3    1692    834.6   11.4  89    9.7  280   4.4

  12 16     2.3    1697    834.2   11.4  88    9.5  278   4.3

  12 18     2.3    1701    833.7   11.3  88    9.4  278   4.3

  12 20     2.3    1706    833.3   11.3  88    9.4  278   4.3

  12 22     2.3    1711    832.8   11.3  88    9.4  278   4.3

  12 24     2.3    1716    832.3   11.3  88    9.4  278   4.3

  12 26     2.3    1720    831.8   11.2  88    9.3  275   4.4

  12 28     2.3    1725    831.3   11.2  88    9.3  275   4.4

  12 30     2.3    1730    830.8   11.2  88    9.3  275   4.4

  12 32     2.3    1735    830.4   11.2  88    9.3  275   4.4

  12 34     2.3    1739    829.9   11.2  88    9.3  275   4.4

  12 36     2.3    1744    829.5   11.1  88    9.2  275   4.4

  12 38     2.3    1748    829.0   11.1  88    9.2  275   4.4

  12 40     2.3    1753    828.6   11.1  88    9.2  275   4.4

  12 42     2.4    1758    828.1   11.1  88    9.2  275   4.4

  12 44     2.4    1763    827.6   11.1  88    9.2  275   4.4

  12 46     2.4    1767    827.1   11.2  87    9.2  275   4.5

  12 48     2.4    1772    826.7   11.2  87    9.2  275   4.5

  12 50     2.4    1777    826.2   11.2  87    9.1  275   4.5

  12 52     2.3    1782    825.7   11.2  87    9.2  275   4.5

  12 54     2.3    1786    825.3   11.2  87    9.2  275   4.5

  12 56     2.3    1791    824.8   11.2  86    9.0  275   4.7

  12 58     2.3    1795    824.4   11.2  86    9.0  275   4.7

