ÿStart Up Date 19 JUN 12 12:40 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 33.77 S  51.19 W      0 m



RS-number:  E2041384





Ground check  :    Ref     RS   Corr



  Pressure    : 1012.8 1011.1    1.7

  Temperature :   23.3   23.6   -0.3

  Humidity    :      0      4     -4

                     0      4     -4



Started at:      19 JUN 12 12:54 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s
   7 14     2.7    1610    832.9    6.0  40   -6.5  233   7.7

   7 16     2.7    1616    832.4    5.9  40   -6.6  236   7.9

   7 18     2.7    1621    831.8    5.9  39   -7.0  236   7.9

   7 20     2.7    1627    831.2    5.9  39   -7.0  236   7.9

   7 22     2.7    1633    830.7    5.9  39   -7.0  236   7.9

   7 24     2.7    1638    830.1    5.9  39   -7.0  236   7.9

   7 26     2.7    1644    829.5    5.9  38   -7.3  237   8.1

   7 28     2.7    1649    829.0    5.9  38   -7.3  237   8.1

   7 30     2.7    1655    828.4    5.9  38   -7.3  237   8.1

   7 32     2.7    1660    827.9    5.9  38   -7.3  237   8.1

   7 34     2.7    1665    827.3    5.9  38   -7.3  237   8.1

   7 36     2.7    1671    826.8    5.8  37   -7.7  238   8.3

   7 38     2.7    1676    826.3    5.8  37   -7.7  238   8.3

   7 40     2.7    1681    825.8    5.8  37   -7.8  238   8.3

   7 42     2.7    1686    825.2    5.8  37   -7.7  238   8.3

   7 44     2.7    1691    824.7    5.8  37   -7.7  238   8.3

   7 46     2.7    1697    824.2    5.7  36   -8.2  239   8.5

   7 48     2.7    1702    823.7    5.7  36   -8.2  239   8.5

   7 50     2.7    1707    823.1    5.7  36   -8.2  239   8.5

   7 52     2.7    1713    822.6    5.7  36   -8.2  239   8.5

   7 54     2.7    1718    822.0    5.6  36   -8.3  239   8.5

   7 56     2.7    1724    821.5    5.6  36   -8.3  239   8.7

   7 58     2.7    1729    820.9    5.5  36   -8.3  239   8.7

   8  0     2.7    1735    820.3    5.5  36   -8.4  239   8.7

   8  2     2.7    1741    819.8    5.4  36   -8.4  239   8.7

   8  4     2.7    1746    819.2    5.4  36   -8.4  239   8.7

   8  6     2.7    1752    818.7    5.3  37   -8.2  239   8.9

   8  8     2.7    1757    818.1    5.3  37   -8.2  239   8.9

   8 10     2.7    1763    817.5    5.2  37   -8.3  239   8.9

   8 12     2.8    1769    817.0    5.2  37   -8.3  239   8.9

   8 14     2.8    1774    816.4    5.1  37   -8.3  239   8.9

   8 16     2.8    1780    815.9    5.1  37   -8.3  239   9.1

   8 18     2.8    1785    815.3    5.0  37   -8.4  239   9.1

   8 20     2.8    1791    814.7    5.0  37   -8.5  239   9.1

   8 22     2.9    1797    814.2    4.9  37   -8.5  239   9.1

   8 24     2.9    1803    813.6    4.9  37   -8.5  239   9.1

   8 26     2.9    1809    813.0    4.8  38   -8.3  238   9.4

   8 28     2.9    1815    812.4    4.8  38   -8.3  238   9.4

   8 30     2.9    1821    811.8    4.7  38   -8.4  238   9.4

   8 32     2.9    1827    811.2    4.6  38   -8.5  238   9.4

   8 34     2.9    1833    810.6    4.6  38   -8.5  238   9.4

   8 36     2.9    1839    810.0    4.5  39   -8.2  237   9.7

   8 38     2.9    1845    809.4    4.5  39   -8.2  237   9.7

   8 40     2.9    1851    808.8    4.4  39   -8.3  237   9.7

   8 42     3.0    1857    808.2    4.4  39   -8.3  237   9.7

   8 44     3.0    1863    807.6    4.3  39   -8.4  237   9.7

   8 46     3.0    1868    807.0    4.3  39   -8.4  236   9.9

   8 48     3.0    1874    806.4    4.2  39   -8.5  236   9.9

   8 50     3.0    1880    805.8    4.2  39   -8.5  236   9.9

   8 52     2.9    1886    805.3    4.2  39   -8.5  236   9.9

   8 54     2.9    1891    804.7    4.1  39   -8.6  236   9.9

   8 56     2.9    1897    804.2    4.1  40   -8.2  235  10.1

   8 58     2.9    1902    803.6    4.0  40   -8.3  235  10.1

   9  0     2.9    1908    803.1    4.0  40   -8.4  235  10.1

   9  2     2.8    1914    802.5    3.9  40   -8.4  235  10.1

   9  4     2.8    1919    802.0    3.9  40   -8.4  235  10.1

   9  6     2.8    1925    801.5    3.8  40   -8.5  235  10.2

   9  8     2.8    1930    800.9    3.8  40   -8.5  235  10.2

   9 10     2.8    1936    800.4    3.7  40   -8.6  235  10.2

   9 12     2.8    1942    799.8    3.7  40   -8.6  235  10.2

   9 14     2.8    1947    799.3    3.6  40   -8.7  235  10.2

   9 16     2.8    1953    798.7    3.6  41   -8.4  235  10.3

   9 18     2.8    1958    798.2    3.5  41   -8.5  235  10.3

   9 20     2.8    1964    797.6    3.5  41   -8.5  235  10.3

   9 22     2.8    1969    797.1    3.4  41   -8.6  235  10.3

   9 24     2.8    1975    796.5    3.4  41   -8.6  235  10.3

   9 26     2.8    1980    796.0    3.3  42   -8.3  235  10.4

   9 28     2.8    1986    795.4    3.3  42   -8.3  235  10.4

   9 30     2.8    1991    794.9    3.2  42   -8.5  235  10.4

   9 32     2.8    1997    794.3    3.2  42   -8.4  235  10.4

   9 34     2.8    2003    793.7    3.1  42   -8.5  235  10.4

   9 36     2.8    2009    793.2    3.1  41   -8.8  236  10.4

   9 38     2.8    2015    792.6    3.0  41   -8.9  236  10.4

   9 40     2.8    2021    792.0    3.0  41   -9.0  236  10.4

   9 42     2.9    2027    791.4    3.0  41   -8.9  236  10.4

   9 44     2.9    2033    790.8    3.0  41   -8.9  236  10.4

   9 46     2.9    2039    790.3    2.9  41   -9.0  237  10.5

   9 48     2.9    2045    789.7    2.9  41   -9.0  237  10.5

   9 50     2.9    2051    789.1    2.9  41   -9.1  237  10.5

   9 52     2.9    2056    788.6    2.9  41   -9.0  237  10.5

   9 54     2.9    2062    788.0    2.8  40   -9.4  237  10.5

   9 56     2.9    2067    787.5    2.8  40   -9.4  238  10.7

   9 58     2.9    2073    786.9    2.7  39   -9.8  238  10.7

  10  0     2.9    2078    786.4    2.7  39   -9.9  238  10.7

  10  2     2.9    2084    785.8    2.7  39   -9.8  238  10.7

  10  4     2.9    2090    785.3    2.6  39   -9.9  238  10.7

  10  6     2.9    2096    784.7    2.6  40   -9.6  240  10.9

  10  8     2.9    2102    784.1    2.5  40   -9.7  240  10.9

  10 10     2.9    2108    783.5    2.5  40   -9.7  240  10.9

  10 12     2.9    2114    783.0    2.5  40   -9.7  240  10.9

  10 14     2.9    2120    782.4    2.4  40   -9.8  240  10.9

  10 16     2.9    2126    781.8    2.4  41   -9.5  241  11.1

  10 18     2.9    2132    781.2    2.3  41   -9.6  241  11.1

  10 20     2.9    2138    780.7    2.3  41   -9.6  241  11.1

  10 22     3.0    2144    780.1    2.3  41   -9.6  241  11.1

  10 24     3.0    2150    779.5    2.3  41   -9.6  241  11.1

  10 26     3.0    2155    779.0    2.2  42   -9.3  243  11.2

  10 28     3.0    2161    778.4    2.2  42   -9.3  243  11.2

  10 30     3.0    2167    777.8    2.2  42   -9.4  243  11.2

  10 32     3.0    2173    777.2    2.1  42   -9.4  243  11.2

  10 34     3.0    2179    776.7    2.0  42   -9.5  243  11.2

  10 36     3.0    2185    776.1    2.0  43   -9.2  244  11.3

  10 38     3.0    2191    775.5    1.9  43   -9.3  244  11.3

  10 40     3.0    2197    775.0    1.8  43   -9.5  244  11.3

  10 42     2.9    2203    774.4    1.8  43   -9.4  244  11.3

  10 44     2.9    2209    773.8    1.7  43   -9.5  244  11.3

  10 46     2.9    2214    773.3    1.7  43   -9.5  246  11.3

  10 48     2.9    2220    772.7    1.6  43   -9.6  246  11.3

  10 50     2.9    2226    772.1    1.6  43   -9.6  246  11.3

  10 52     3.0    2232    771.6    1.6  43   -9.6  246  11.3

  10 54     3.0    2238    771.0    1.6  43   -9.6  246  11.3

  10 56     3.0    2244    770.4    1.5  43   -9.7  248  11.4

  10 58     3.0    2250    769.9    1.5  43   -9.7  248  11.4

  11  0     3.0    2256    769.3    1.5  43   -9.7  248  11.4

  11  2     2.9    2262    768.8    1.5  43   -9.7  248  11.4

  11  4     2.9    2268    768.2    1.4  44   -9.5  248  11.4

  11  6     2.9    2273    767.6    1.4  44   -9.5  249  11.3

  11  8     2.9    2279    767.1    1.3  45   -9.3  249  11.3

  11 10     2.9    2285    766.5    1.3  45   -9.3  249  11.3

  11 12     3.0    2291    765.9    1.3  45   -9.3  249  11.3

  11 14     3.0    2297    765.4    1.2  45   -9.4  249  11.3

  11 16     3.0    2303    764.8    1.2  45   -9.4  251  11.3

  11 18     3.0    2309    764.3    1.1  45   -9.5  251  11.3

  11 20     3.0    2315    763.7    1.1  45   -9.5  251  11.3

  11 22     2.9    2321    763.1    1.1  45   -9.5  251  11.3

  11 24     2.9    2327    762.6    1.0  45   -9.6  251  11.3

  11 26     2.9    2332    762.0    1.0  45   -9.6  252  11.3

  11 28     2.9    2338    761.5    0.9  45   -9.7  252  11.3

  11 30     2.9    2344    760.9    0.9  45   -9.7  252  11.3

  11 32     3.0    2350    760.4    0.9  45   -9.7  252  11.3

  11 34     3.0    2356    759.8    0.9  45   -9.7  252  11.3

  11 36     3.0    2362    759.2    0.8  44  -10.0  253  11.4

  11 38     3.0    2368    758.7    0.8  44  -10.0  253  11.4

  11 40     3.0    2374    758.1    0.8  44  -10.1  253  11.4

  11 42     2.9    2380    757.6    0.7  44  -10.1  253  11.4

  11 44     2.9    2386    757.0    0.7  44  -10.1  253  11.4

  11 46     2.9    2391    756.5    0.6  43  -10.5  253  11.4

  11 48     2.9    2397    755.9    0.6  43  -10.5  253  11.4

  11 50     2.9    2403    755.4    0.5  43  -10.6  253  11.4

  11 52     3.0    2409    754.8    0.4  43  -10.7  253  11.4

  11 54     3.0    2415    754.2    0.4  43  -10.7  253  11.4

  11 56     3.0    2422    753.6    0.3  42  -11.1  254  11.3

  11 58     3.0    2428    753.0    0.3  42  -11.1  254  11.3

  12  0     3.0    2434    752.4    0.2  42  -11.2  254  11.3

  12  2     3.1    2440    751.8    0.2  42  -11.2  254  11.3

  12  4     3.1    2447    751.2    0.1  43  -11.0  254  11.3

  12  6     3.1    2453    750.7    0.1  43  -11.0  254  11.2

  12  8     3.1    2460    750.1    0.0  44  -10.8  254  11.2

  12 10     3.1    2466    749.5    0.0  44  -10.8  254  11.2

  12 12     3.1    2472    748.9    0.0  44  -10.8  254  11.2

  12 14     3.1    2478    748.4   -0.1  44  -10.9  254  11.2

  12 16     3.1    2483    747.8   -0.1  43  -11.1  254  11.1

  12 18     3.1    2489    747.3   -0.2  43  -11.2  254  11.1

  12 20     3.1    2495    746.7   -0.2  43  -11.3  254  11.1

  12 22     2.9    2500    746.2   -0.2  43  -11.2  254  11.1

  12 24     2.9    2506    745.7   -0.3  43  -11.3  254  11.1

  12 26     2.9    2511    745.2   -0.3  42  -11.6  253  11.1

  12 28     2.9    2517    744.7   -0.4  42  -11.7  253  11.1

  12 30     2.9    2522    744.2   -0.4  42  -11.8  253  11.1

  12 32     2.8    2528    743.7   -0.4  42  -11.7  253  11.1

  12 34     2.8    2534    743.1   -0.4  41  -12.0  253  11.1

  12 36     2.8    2539    742.6   -0.5  41  -12.1  252  11.2

  12 38     2.8    2545    742.0   -0.5  40  -12.4  252  11.2

  12 40     2.8    2551    741.5   -0.5  40  -12.4  252  11.2

  12 42     2.9    2557    740.9   -0.5  40  -12.4  252  11.2

  12 44     2.9    2563    740.4   -0.5  39  -12.7  252  11.2

  12 46     2.9    2569    739.8   -0.6  39  -12.8  251  11.4

  12 48     2.9    2575    739.3   -0.6  38  -13.1  251  11.4

